description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
AGE-RAGE signaling pathway in diabetic complications         |hsa04933     |59         |960       |89        |61686         |42.59683988764045  |1.0425399999999999e-84 |2.776939999999999e-83  |CDKN1B,CDK4,CDC42,AKT3,CASP3,VEGFC,VEGFA,VCAM1,TNF,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,STAT5A,STAT3,STAT1,SELE,BCL2,CCND1,BAX,RAC1,MAPK9,MAPK1,PRKCZ,PRKCD,PIK3R2,PIK3R1,PIK3CD,PIM1,PIK3CB,PIK3CA,SERPINE1,NRAS,NOS3,NFKB1,NFATC1,MMP2,SMAD4,SMAD3,SMAD2,KRAS,JUN,JAK2,IL6,ICAM1,HRAS,FN1,FOXO1,AKT2,AKT1,EGR1,EDN1,MAPK14,PLCE1,COL4A2,COL4A1,COL3A1,COL1A1
Kaposi sarcoma-associated herpesvirus infection              |hsa05167     |68         |960       |146       |61686         |29.927568493150684 |1.4347599999999997e-82 |3.5032199999999992e-81 |GABARAPL1,CHUK,ATG14,CDKN1A,CDK6,CDK4,AKT3,CASP3,TRADD,BECN1,IKBKG,VEGFA,TP53,STAT3,STAT1,SRC,BID,CCND1,BAX,BAK1,RB1,RAF1,RAC1,PTGS2,MAP2K6,MAP2K1,MAPK9,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CG,PIK3CD,PIK3CB,PIK3CA,PDGFB,NRAS,NFKBIA,NFKB1,NFATC3,NFATC1,MYC,KRAS,JUN,JAK2,ITPR1,IL6,IKBKB,IFNB1,ICAM1,HRAS,HIF1A,ANGPT2,GSK3B,MTOR,FOS,TICAM1,FGF2,AKT2,AKT1,TCF7L1,E2F3,E2F2,E2F1,CTNNB1,MAPK14,LEF1,TBK1
Gastric cancer                                               |hsa05226     |61         |960       |107       |61686         |36.632067757009345 |1.7295099999999997e-81 |3.89804e-80            |CDX2,CDKN1B,CDKN1A,CDK2,CDH1,AKT3,CCNE1,CCNE2,FZD7,WNT7A,WNT5A,WNT1,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,TERT,BRAF,SHC1,RPS6KB1,BCL2,CCND1,BAX,BAK1,RB1,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MYC,MET,SMAD4,SMAD3,SMAD2,LRP6,KRAS,HRAS,HGF,GSK3B,MTOR,FGF9,FGF2,AKT2,AKT1,ERBB2,EGFR,TCF7L1,E2F3,E2F2,E2F1,DVL2,GADD45A,CTNNB1,LEF1
Human cytomegalovirus infection                              |hsa05163     |71         |960       |173       |61686         |26.371062138728327 |3.3288e-81             |6.966699999999999e-80  |CHUK,CDKN1A,CDK6,CDK4,AKT3,ROCK2,CASP3,TRADD,IKBKG,CXCR4,VEGFA,TP53,TNF,STAT3,SRC,SP1,BID,CXCL12,CCL4,RPS6KB1,CCND1,ROCK1,BAX,BAK1,RB1,RAF1,RAC1,PXN,PTGS2,PTGER4,MAP2K6,MAP2K1,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRA,NRAS,NFKBIA,NFKB1,NFATC3,NFATC1,MYC,MDM2,RHOA,KRAS,ITPR1,ITGB3,FASLG,IL6,IKBKB,IFNB1,HRAS,GSK3B,GNAI2,MTOR,AKT2,AKT1,EIF4EBP1,EGFR,E2F3,E2F2,E2F1,CTNNB1,MAPK14,CRKL,CRK,TBK1
Human T-cell leukemia virus 1 infection                      |hsa05166     |70         |960       |167       |61686         |26.933757485029943 |7.14535e-81            |1.39573e-79            |CHUK,CHEK1,CDKN1A,CDK4,CDK2,CD40,AKT3,CD4,TBPL1,CCNE1,CCND3,CCND2,CCNE2,KAT2B,NRP1,IKBKG,TP53,TNF,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,TERT,STAT5A,SRF,SPI1,CCND1,BAX,RB1,PTEN,MAP2K1,MAPK9,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,NRAS,NFKBIA,NFKB2,NFKB1,NFATC3,NFATC1,MYC,MMP7,SMAD4,SMAD3,SMAD2,KRAS,JUN,IL6,IL2,IKBKB,XIAP,ICAM1,HRAS,FOS,AKT2,AKT1,ETS1,EGR2,EGR1,E2F3,E2F2,E2F1,VAC14
Hepatocellular carcinoma                                     |hsa05225     |61         |960       |109       |61686         |35.95991972477064  |8.76737e-81            |1.6055199999999997e-79 |CDKN1A,CDK6,CDK4,AKT3,FZD7,ARID1A,WNT7A,WNT5A,WNT1,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,TERT,BRAF,SMARCA4,SHC1,ACTB,RPS6KB1,CCND1,BAX,BAK1,RB1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MYC,MET,SMAD4,SMAD3,SMAD2,LRP6,KRAS,IGF2,IGF1R,HRAS,HMOX1,HGF,GSK3B,MTOR,AKT2,AKT1,EGFR,TCF7L1,E2F3,E2F2,E2F1,DVL2,GADD45A,CTNNB1,LEF1,BRD7
FoxO signaling pathway                                       |hsa04068     |60         |960       |107       |61686         |36.03154205607476  |1.51408e-79            |2.609559999999999e-78  |GABARAPL1,CHUK,SIRT1,CDKN1B,CDKN1A,PLK2,CDK2,BCL2L11,AKT3,CCND2,ATG12,TNFSF10,IRS2,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BRAF,BNIP3,STK4,STAT3,SKP2,BCL6,CCND1,RBL2,RAF1,PTEN,MAP2K1,MAPK9,MAPK1,PRKAB1,PLK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,NRAS,MDM2,SMAD4,SMAD3,KRAS,FASLG,IRS1,INSR,IL6,IKBKB,IGF1R,IGF1,HRAS,FOXO3,FOXO1,AKT2,AKT1,EGFR,GADD45A,NLK,MAPK14
Shigellosis                                                  |hsa05131     |68         |960       |170       |61686         |25.7025            |7.390359999999998e-77  |1.2029899999999998e-75 |GABARAPL1,CHUK,ATG14,CBX3,MALT1,CDC42,SEPTIN7,CD44,AKT3,ROCK2,ATG5,ACTN1,ATG12,BTRC,TRADD,BECN1,IKBKG,TRAF6,TP53,TNF,BNIP3,SRC,ACTB,RPS6KB1,BCL2,ROCK1,BAX,RAC1,PXN,MAPK9,MAPK1,PRKCD,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,NFKBIB,NFKBIA,NFKB1,NAIP,MDM2,RHOA,ARF6,JUN,ITPR1,ITGB1,ITGA5,ILK,IKBKB,IFNB1,HK2,GSK3B,TAB3,MTOR,FOXO3,FOXO1,AKT2,AKT1,EGFR,ELMO2,ATG16L1,MAPK14,PLCE1,CRKL,CRK,TBK1
Epstein-Barr virus infection                                 |hsa05169     |64         |960       |144       |61686         |28.558333333333334 |4.567859999999999e-76  |7.044129999999999e-75  |CHUK,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CD44,CD40,BCL2L11,AKT3,NCOR2,CCNE1,CCND3,CCND2,CCNE2,RUNX3,CASP3,TRADD,IKBKG,VIM,TRAF6,TP53,TNFAIP3,TNF,TLR2,STAT3,STAT1,BID,SKP2,BCL2,CCND1,BAX,BAK1,RB1,RAC1,MAP2K6,MAP2K3,MAPK9,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIB,NFKBIA,NFKB2,NFKB1,MYC,MDM2,JUN,IL6,IKBKB,IFNB1,ICAM1,APAF1,HDAC2,AKT2,AKT1,E2F3,E2F2,E2F1,GADD45A,MAPK14,TBK1
Ras signaling pathway                                        |hsa04014     |67         |960       |167       |61686         |25.779453592814374 |7.607739999999998e-76  |1.1145299999999996e-74 |CHUK,RASSF1,CDC42,PAK4,AKT3,IKBKG,BRAP,VEGFC,VEGFA,TEK,STK4,SHC1,BDNF,RAP1B,RALA,RAF1,RAC1,RAB5A,PTPN11,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,PAK1,NTRK2,NTF3,NRAS,NFKB1,MET,RHOA,ARF6,KRAS,KIT,KDR,PLA2G4B,FASLG,INSR,IKBKB,IGF2,IGF1R,IGF1,HRAS,HGF,ANGPT2,ABL2,ABL1,FLT1,FGFR3,FGFR1,FGF9,FGF2,AKT2,AKT1,ETS1,EGFR,EFNA1,PDGFC,PLCE1,TBK1
Prostate cancer                                              |hsa05215     |54         |960       |88        |61686         |39.4299715909091   |8.770349999999998e-75  |1.2236699999999998e-73 |CHUK,CDKN1B,CDKN1A,CDK2,AKT3,CCNE1,CCNE2,IKBKG,TP53,ZEB1,BRAF,BCL2,CCND1,RB1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,NFKBIA,NFKB1,MMP9,MDM2,KRAS,AR,IKBKB,IGF1R,IGF1,HRAS,GSK3B,MTOR,FOXO1,FGFR1,AKT2,AKT1,ERG,ERBB2,EGFR,TCF7L1,E2F3,E2F2,E2F1,PDGFC,CTNNB1,LEF1
Chronic myeloid leukemia                                     |hsa05220     |50         |960       |73        |61686         |44.0111301369863   |4.549819999999999e-73  |6.059539999999999e-72  |CHUK,CDKN1B,CDKN1A,CDK6,CDK4,AKT3,RUNX1,IKBKG,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BRAF,STAT5A,SHC1,CCND1,BAX,BAK1,RB1,RAF1,PTPN11,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKBIA,NFKB1,MYC,MDM2,SMAD4,SMAD3,KRAS,IKBKB,HRAS,HDAC2,ABL1,AKT2,AKT1,E2F3,E2F2,E2F1,GADD45A,CRKL,CRK
Pancreatic cancer                                            |hsa05212     |49         |960       |73        |61686         |43.130907534246575 |6.318859999999998e-71  |8.049679999999999e-70  |CHUK,CDKN1A,CDK6,CDK4,CDC42,AKT3,IKBKG,VEGFA,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BRAF,STAT3,STAT1,RPS6KB1,CCND1,BAX,BAK1,RB1,RALA,RAF1,RAD51,RAC1,MAP2K1,MAPK9,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,SMAD4,SMAD3,SMAD2,KRAS,IKBKB,MTOR,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1,GADD45A
Colorectal cancer                                            |hsa05210     |50         |960       |80        |61686         |40.16015625000001  |6.410629999999998e-70  |7.513259999999998e-69  |CDKN1A,BCL2L11,AKT3,CASP3,TP53,TGFBR2,TGFBR1,TGFB3,TGFB2,TGFB1,BRAF,RPS6KB1,BCL2,CCND1,BAX,BAK1,RALA,RAF1,RAC1,MAP2K1,MAPK9,MAPK1,PMAIP1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MYC,MSH3,SMAD4,SMAD3,SMAD2,RHOA,KRAS,JUN,BIRC5,HRAS,GSK3B,MTOR,FOS,AKT2,AKT1,EGFR,TCF7L1,GADD45A,CTNNB1,LEF1,BBC3
Small cell lung cancer                                       |hsa05222     |50         |960       |80        |61686         |40.16015625000001  |6.410629999999998e-70  |7.513259999999998e-69  |CKS2,CHUK,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,AKT3,CCNE1,CCNE2,CASP3,IKBKG,TRAF6,TP53,SKP2,BCL2,CCND1,BAX,BAK1,RB1,PTGS2,PTEN,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NOS2,NFKBIA,NFKB1,MYC,LAMC2,LAMC1,LAMB3,ITGB1,ITGA3,ITGA6,IKBKB,XIAP,APAF1,FN1,FHIT,AKT2,AKT1,E2F3,E2F2,E2F1,GADD45A,COL4A2,COL4A1
Endocrine resistance                                         |hsa01522     |51         |960       |86        |61686         |38.105450581395345 |1.4997599999999998e-69 |1.6901199999999998e-68 |CDKN1B,CDKN1A,CDK4,AKT3,NCOA3,TP53,BRAF,SRC,SP1,SHC1,RPS6KB1,BCL2,CCND1,BAX,RB1,RAF1,MAP2K1,MAPK9,MAPK1,MED1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NOTCH4,NOTCH2,NOTCH1,MMP9,MMP2,MDM2,KRAS,JUN,IGF1R,IGF1,HRAS,MTOR,FOS,AKT2,AKT1,ESR2,ESR1,ERBB2,EGFR,JAG1,E2F3,E2F2,E2F1,DLL4,MAPK14
Human immunodeficiency virus 1 infection                     |hsa05170     |60         |960       |152       |61686         |25.36430921052632  |1.7542199999999996e-67 |1.9036499999999997e-66 |SAMHD1,CHUK,CHEK1,CFL2,PAK4,AKT3,CD4,BTRC,CASP3,TRADD,IKBKG,CXCR4,WEE1,TRAF6,TNF,TLR2,BID,RPS6KB1,BCL2,BAX,BAK1,RAF1,RAC1,PXN,MAP2K6,MAP2K3,MAP2K1,MAPK9,MAPK1,PPP3CA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAK1,ATM,NRAS,NFKBIA,NFKB1,NFATC3,NFATC1,LIMK1,KRAS,JUN,ITPR1,FASLG,IKBKB,IFNB1,HRAS,GNAI2,MTOR,FOS,AKT2,AKT1,AP1G1,MAPK14,CRKL,CRK,TBK1
Melanoma                                                     |hsa05218     |44         |960       |59        |61686         |47.91991525423729  |3.3836199999999995e-67 |3.540709999999999e-66  |CDKN1A,CDK6,CDK4,CDH1,AKT3,TP53,BRAF,CCND1,BAX,BAK1,RB1,RAF1,PTEN,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,MITF,MET,MDM2,KRAS,IGF1R,IGF1,HRAS,HGF,FGFR1,FGF9,FGF2,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1,GADD45A,PDGFC
Hepatitis C                                                  |hsa05160     |54         |960       |111       |61686         |31.259797297297297 |4.3459599999999996e-67 |4.3909099999999994e-66 |CHUK,CDKN1A,CDK6,CDK4,CDK2,AKT3,CLDN10,SOCS3,CASP3,TRADD,PIAS1,IKBKG,TRAF6,TP53,TNF,BRAF,STAT3,STAT1,BID,CCND1,BAX,BAK1,RB1,RAF1,MAP2K1,MAPK1,PPP2R2A,PPARA,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKBIA,NFKB1,MYC,KRAS,FASLG,IKBKB,IFNG,IFNB1,HRAS,APAF1,GSK3B,TICAM1,AKT2,AKT1,EGFR,E2F3,E2F2,E2F1,CTNNB1,TBK1
Rap1 signaling pathway                                       |hsa04015     |60         |960       |163       |61686         |23.652607361963188 |2.8717999999999992e-65 |2.8047899999999998e-64 |CDH1,CDC42,AKT3,VEGFC,VEGFA,THBS1,TEK,BRAF,SRC,ACTB,RAP1B,RALA,RAF1,RAC1,MAP2K6,MAP2K3,MAP2K1,MAPK1,PRKCZ,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,PDGFB,PDGFA,NRAS,MET,RHOA,KRAS,KIT,KDR,ITGB3,ITGB1,INSR,IGF1R,IGF1,HRAS,HGF,ANGPT2,GNAI2,FLT1,FGFR3,FGFR1,FGF9,FGF2,AKT2,AKT1,EGFR,EFNA1,LPAR1,PDGFC,CTNND1,CTNNB1,MAPK14,PLCE1,CRKL,CRK
