"ID","Up_regulated"
"hsa-miR-197-3p","PALM2-AKAP2,CDK17,RAB23,AKAP13,ELK3,CALCRL,ABCB1,EXOC3L2,AVPR1A,TIE1,PALLD,PDLIM5,KCNMA1,CACNA1C,ABCG2,TMEM200B,TEK,RNF144A,KIAA1644,MITF"
"hsa-miR-140-5p","ADM"
"hsa-miR-106b-3p","CXorf36,SAP30L,ANTXR2,PRNP,PJA2,ENO1,GPRASP1,GPRASP2,HLF,C4orf12,DIXDC1,KIAA1462,KLHL33,C7orf58,NAP1L2,ZAK,TENC1,SELP,CBX7,HEG1,UCHL3,STAT5B,CD302,ZNF483,C1orf21"
"hsa-miR-651","FAM110C"
"hsa-miR-1468","UBE2C"
"hsa-miR-342-5p","SLC30A6,ADAM17"
"hsa-miR-25-3p","SSTR3"
"hsa-miR-149-5p","FKBP1B"
"hsa-miR-16-1-3p","FAT2"
"hsa-miR-29c-3p","UTF1"
"hsa-miR-20a-5p","LEFTY2"
"hsa-miR-340-5p","LOC286002"
"hsa-miR-28-3p","STAB2"
"hsa-miR-133a","NGFR"
"hsa-miR-424-5p","HAPLN4"
"hsa-miR-10b-5p","MESTIT1,NBLA00301"
"hsa-miR-103a-3p","LIN28B"
"hsa-miR-139-5p","SCN4B"
"hsa-miR-106b-5p","PALM2-AKAP2,CXorf36,CDK17,ANTXR2,KDR,TIMP2,PJA2,TIMP3,GPM6A,IL33,NEDD4,SPARCL1,FLI1,TACC1,MYCT1,PCDHGA2,CLIC4,CALCRL,PDE8B,CLIC2,ABCB1,DIXDC1,TBL1X,CCNB1,KIAA1462,TIE1,TROAP,HTR2B,OLFML2A,LDB2,PALLD,LRCH1,FGF2,AKT3,ZAK,PGM5,LEPR,ZEB1,MASP1,PPP1R12A,KCNMA1,SLC24A3,GIMAP5,CACNA1C,ENPEP,KANK2,EMCN,ABCG2,TMEM200B,TEK,PCDHGA6,RNF144A,FRMD6,SVIL,KIAA1644,STAT5B,RHOJ,ASAM,MITF,ARHGAP31,RECK"
"hsa-miR-140-3p","OLFML1,PID1,ASPA,PODN,GNG11,SH3D19,C14orf49,FAM13C,ADH1A,ADH1B"
"hsa-miR-3127-5p","KCNK9"
"hsa-miR-146a-5p","AGMAT"
"hsa-miR-1180","RFC2"
"hsa-miR-200a-3p","SAP30L,GLT8D2,PGCP,C5orf53,PJA2,PRELP,MID2,NXPH3,KCNJ8,CNRIP1,CCNB1,C5orf4,CALHM2,ANKRD29,PGM5,LTBP4,ZEB1,MAMDC2,CBX7,CYBRD1,UCHL3,STAT5B,CD302"
"hsa-miR-24-2-5p","GRIA3"
"hsa-miR-598","C16orf75"
"hsa-miR-182-5p","BPI"
"hsa-miR-145-5p","FJX1"
"hsa-miR-769-3p","TIMP2,ECM2,FOXN3,EDNRB,FGF2,TMEM88,FBXO32"
"hsa-miR-218-5p","ZIC1"
"hsa-miR-17-5p","LRRN4CL,ANTXR2,KIF18A,C5orf53,PRNP,TIMP2,PJA2,TIMP3,KLHL38,SH3BP5,C1orf133,CLIC2,KCNJ8,ADAMTS5,BACH2,FOXN3,DIXDC1,CNRIP1,CCNB1,EPT1,TROAP,HTR2B,FGF2,AKT3,ZAK,ZEB1,PRDM8,TENC1,MXI1,MASP1,CBX7,CENPA,SVIL,TMEM88,UCHL3,STAT5B,TCEAL7,RHOJ,ASAM,MITF,C1orf21,FBXO32"
"hsa-miR-769-5p","C16orf59,PAFAH1B3"
"hsa-miR-181c-3p","BRCA2"
"hsa-let-7b-5p","C3orf30"
"hsa-miR-10a-5p","HOXB7"
"hsa-let-7g-3p","TSPAN18,PDLIM3,TSPAN2,FAM69A,FGF2,FHL1"
"hsa-miR-532-3p","TACC1,KCNMB1,SRF,ZEB1,KLF17"
"hsa-miR-429","GIMAP1,SLC1A7,C5orf53,NKAPL,TCF23,MID2,KCNJ8,CCNB1,EPT1,TROAP,CALHM2,C16orf45,GAB1,MAOB,TMEM88,RHOJ"
"hsa-miR-98-5p","C6orf226"
"hsa-miR-15b-5p","LRRN4CL,ANTXR2,C5orf53,PRNP,TIMP2,PJA2,TIMP3,KLHL38,SH3BP5,C1orf133,CLIC2,KCNJ8,ADAMTS5,BACH2,FOXN3,DIXDC1,CCNB1,EPT1,C5orf4,TROAP,HTR2B,LRCH1,FGF2,AKT3,ZAK,ZEB1,MXI1,MASP1,CBX7,CENPA,SVIL,STAT5B,TCEAL7,RHOJ,ASAM,MITF,FBXO32"
"hsa-miR-23a-3p","PPP1R3A"
"hsa-miR-26b-3p","FMO1"
"hsa-miR-375","EPHX1"
"hsa-miR-21-5p","GYPC,LRRN4CL,C1orf70"
"hsa-let-7a-5p","MLPH"
"hsa-miR-671-5p","SAP30L,STON1,ANTXR2,DPYSL3,GLT8D2,ANO6,PRNP,TIMP2,PJA2,TIMP3,SPARCL1,VGLL3,ARHGAP6,TACC1,PDE10A,PPP1R12B,PCDHGA2,CLIC4,LMOD1,MID2,SH3BGRL,NXPH3,CLIC2,KCNJ8,FOXN3,DIXDC1,STOM,CCNB1,TROAP,C16orf45,C7orf58,LRCH1,FGF2,AKT3,ZAK,PGM5,RERG,BNC2,TMEM55A,CYP2U1,MAMDC2,PPP1R12A,KCNMA1,SLC24A3,SGCE,CBX7,KANK2,CYBRD1,PCDHGA6,SVIL,STAT5B,ADCY2,RHOJ,ASAM,RECK"
"hsa-miR-185-5p","RASSF8,PDE5A,LDB2,FREM1,LEPR,FRMD6,PCDH18"
"hsa-miR-664a-5p","CFHR4"
"hsa-miR-128","CXorf36,SAP30L,TSPAN18,ANTXR2,JAM2,AKAP13,NKAPL,TIMP2,PJA2,TIMP3,GPM6A,NEDD4,SPARCL1,FLI1,TACC1,MYCT1,PPP1R12B,PCDHGA2,LMOD1,AKAP2,SH3BGRL,PDE8B,CLIC2,KCNJ8,ABCB1,DIXDC1,CNRIP1,CCNB1,KIAA1462,SRF,PGM5P2,TROAP,LDB2,LRCH1,FGF2,TXNIP,ZAK,PGM5,ZEB1,PRDM8,RERG,BNC2,TMEM55A,GAB1,MAMDC2,RGS13,CALD1,PPP1R12A,KCNMA1,SLC24A3,CBX7,CACNA1C,ENPEP,KANK2,EMCN,TMEM200B,PCDHGA6,FRMD6,SVIL,TMEM88,KIAA1644,STAT5B,RHOJ,ASAM,MITF,C1orf21,RECK"
"hsa-miR-500a-3p","LOC148709"
"hsa-let-7e-5p","PIGC"
"hsa-miR-26b-5p","GRM7"
"hsa-miR-200b-3p","LASS4"
"hsa-miR-143-5p","SNORA20"
"hsa-miR-491-5p","KIAA0087"
"hsa-miR-503-5p","MTUS2"
"hsa-miR-15a-5p","FAM57A"
"hsa-miR-324-5p","SAP30L,TSPAN18,NEXN,ANTXR2,NCAM1,JAM2,GLT8D2,PGCP,C5orf53,TCEAL1,ANO6,NKAPL,MBNL2,PJA2,MEF2C,FXYD6,DMD,GPM6A,IL33,SPARCL1,ARHGAP6,ENO1,SSPN,TACC1,PDE10A,MYCT1,TGFBR3,ITM2A,PCDHGA2,PRELP,GPRASP2,LMOD1,TMEM8A,MID2,HLF,ENOX1,PDE8B,KCNJ8,KLHL4,TCEAL4,CNRIP1,KCNA1,DSTN,SYTL4,KIAA1462,SYNPO2,PGM5P2,CALHM2,PBX1,TRPC1,ANKRD29,KLHL33,C7orf58,LRCH1,TXNIP,AKT3,PGM5,ZEB1,BNC2,TMEM55A,CASP12,GAB1,CYP2U1,MAMDC2,PPP1R12A,KCNMA1,CBX7,KANK2,EMCN,CENPA,MAOB,PCDHGA6,UCHL3,STAT5B,TNS1,SMOC2,ADCY2,SDPR,ABCC9,SORBS1,GNG12"
"hsa-miR-744-3p","TIMP2,CD93,TACC1,MYCT1,PPP1R12B,CLIC4,AKAP2,C3orf64,C4orf32,LHFP,FGF2,ZEB1,RERG,RGS13,CALD1,SELP,HEG1,EMCN,PKD2,S1PR1,RHOJ,RECK"
"hsa-miR-766-3p","PALM2-AKAP2,CXorf36,SAP30L,CDK17,TSPAN18,NEXN,ANTXR2,JAM2,ANO6,PJA2,TIMP3,MEF2C,FXYD6,DMD,GPM6A,IL33,SPARCL1,CD93,MMRN2,TACC1,PDE10A,MYCT1,PPP1R12B,TGFBR3,PCDHGA2,CLIC4,ITPR1,LMOD1,CCDC80,AKAP2,MID2,CALCRL,PDE8B,CLIC2,KCNJ8,ABCB1,DIXDC1,KCNA1,DSTN,FERMT2,NPTN,KIAA1462,SYNPO2,PGM5P2,PBX1,ARL15,LDB2,PALLD,LRCH1,FGF2,TXNIP,AKT3,ZAK,PGM5,A2M,ZEB1,PRDM8,PI15,RERG,BNC2,TMEM55A,GAB1,MAMDC2,SELP,PPP1R12A,KCNMA1,SLC24A3,GIMAP5,CBX7,HEG1,KANK2,EMCN,TLN1,TEK,MAOB,PCDHGA6,FRMD6,SVIL,STAT5B,TNS1,ADCY2,ESAM,S1PR1,ABCC9,RHOJ,SORBS1,MBNL1,C1orf21,ARHGAP31,GNG12,RECK"
"hsa-miR-3605-3p","MX2"
"hsa-miR-143-3p","S1PR3"
"hsa-miR-1301","RAB9B,CNN1,TGFB3,CSRP1,SYNPO,CSPG4,DACT3,ASB2,TPM1,ITPR1,CCDC80,LONRF2,CAV1,ACTA2,FLNA,JPH2,SPEG,FERMT2,KCNMB1,SMTN,RASL12,AOC3,EHBP1L1,TLN1"
"hsa-miR-19b-3p","CXorf36,PJA2,SPARCL1,FLI1,MYCT1,TGFBR3,ITPR1,CCDC80,PRKG1,CALCRL,CLIC2,ABCB1,FERMT2,TACR1,LRCH1,A2M,BNC2,PPP1R12A,KCNMA1,GIMAP5,EMCN,SVIL,PCDH20,ARHGAP31"
"hsa-miR-142-3p","LMTK3"
"hsa-miR-21-3p","NDUFC1"
"hsa-miR-34a-5p","DNASE2,GCHFR"
"hsa-miR-331-5p","PALM2-AKAP2,CDK17,SLCO2A1,AVPR1A,TIE1,PALLD,DPP6,TEK,ARHGAP31"
"hsa-miR-484","CDK17,ANTXR2,KDR,RAB23,AKAP13,MESTIT1,TIMP3,FLI1,TRPC4,ELK3,CALCRL,CLIC2,ABCB1,ADAMTS5,FILIP1L,DIXDC1,TBL1X,AVPR1A,TIE1,HTR2B,OLFML2A,LDB2,FGF2,ZAK,PDLIM5,LEPR,ZEB1,MASP1,CACNA1C,ENPEP,ABCG2,TMEM200B,TEK,RNF144A,FRMD6,SVIL,KIAA1644,STAT5B,RHOJ,ASAM,MITF"
"hsa-miR-361-3p","PARP14"
"hsa-miR-127-5p","CBLN1"
"hsa-miR-1976","SAP30L,NEXN,ANTXR2,JAM2,C5orf53,PJA2,TIMP3,DMD,GPM6A,IL33,NEDD4,SPARCL1,CTNNA3,RGMA,LMOD1,ST5,TMEM8A,MID2,SH3BGRL,PDE8B,CLIC2,DIXDC1,TBL1X,KCNA1,DSTN,KIAA1462,SYNPO2,PGM5P2,JPH4,OLFML2A,PBX1,ANKRD29,LRCH1,FGF2,TXNIP,AKT3,ZAK,PGM5,LEPR,ZEB1,TMEM55A,GAB1,MAMDC2,PPP1R12A,KCNMA1,SLC24A3,KANK2,TMEM200B,SVIL,STAT5B,TNS1,MYOCD,SGCA,ABCC9,RHOJ,ASAM,MST4,SORBS1,GNG12"
"hsa-miR-664a-3p","FLJ45445"
"hsa-miR-450a-5p","PRSSL1"
"hsa-miR-199a-5p","FDPS"
"hsa-miR-455-5p","CXCR2P1"
"hsa-let-7d-3p","CXorf36,KDR,HIGD1B,SLCO2A1,MESTIT1,SPARCL1,FLI1,ELK3,CALCRL,CLIC2,ABCB1,LDB2,ERG,LRCH1,GPR116,WISP1,CACNA1C,ABCG2,FRMD6"
"hsa-let-7g-5p","KCNE4"
"hsa-miR-16-2-3p","CDK17,ANTXR2,GRINL1A,AKAP13,ELK3,CLIC2,ADAMTS5,TBL1X,TIE1,HTR2B,OLFML2A,LDB2,FGF2,PGM5,LEPR,ZEB1,TMEM204,GAB1,MASP1,CACNA1C,ENPEP,KANK2,TMEM200B,TEK,RNF144A,FRMD6,KIAA1644,STAT5B,RHOJ,ASAM,MITF"
"hsa-let-7d-5p","TPSAB1,TPSB2"
"hsa-miR-96-5p","GYPC,LRRN4CL,ATOH8,SH3BP5,FOXN3,DIXDC1,EDNRB,CCNB1,TIE1,EPT1,ZEB1,MGP,SOX18,TENC1,PDE2A,PPP1R16B,TMEM88,LRRC32,PLVAP,RHOJ,FBXO32,ROBO4"
"hsa-miR-183-5p","PALM2-AKAP2,CXorf36,SAP30L,CDK17,STON1,ANTXR2,NCAM1,JAM2,GLT8D2,PGCP,C5orf53,ANO6,NKAPL,PRNP,MBNL2,TIMP2,PJA2,TIMP3,MEF2C,FXYD6,GPM6A,IL33,NEDD4,SPARCL1,VGLL3,ARHGAP6,ENO1,SH3BP5,TACC1,GPRASP1,PDE10A,MYCT1,PPP1R12B,TGFBR3,ITM2A,PCDHGA2,CLIC4,GPRASP2,LMOD1,AKAP2,TMEM8A,MID2,HLF,SH3BGRL,NXPH3,PDE8B,CLIC2,KCNJ8,ABCB1,C4orf12,ADAMTS5,FOXN3,DIXDC1,TBL1X,CNRIP1,RASSF8,STOM,CCNB1,KIAA1462,PGM5P2,TROAP,CALHM2,C16orf45,OLFML2A,LDB2,PALLD,ANKRD29,KLHL33,C7orf58,LRCH1,FGF2,TXNIP,AKT3,ZAK,PGM5,ZEB1,PRDM8,RERG,BNC2,TENC1,TMEM55A,CASP12,MXI1,GAB1,CYP2U1,MAMDC2,PPP1R12A,KCNMA1,SLC24A3,CBX7,SNCA,CACNA1C,ENPEP,KANK2,EMCN,CENPA,CYBRD1,PCDHB4,TMEM200B,TEK,MAOB,PCDHGA6,FRMD6,SVIL,UCHL3,KIAA1644,STAT5B,SMOC2,ADCY2,SDPR,RHOJ,ASAM,ZNF483,MITF,C1orf21,GNG12,RECK"
"hsa-miR-200a-5p","SLC25A33"
"hsa-miR-145-3p","LOC283856"
"hsa-miR-200c-3p","ANTXR2,ADAMTS5,BACH2,RASSF8,CCNB1,TROAP,MXI1,TCEAL7,MITF"
"hsa-miR-27b-5p","KIAA1210"
"hsa-miR-141-3p","PALM2-AKAP2,SAP30L,CDK17,FLT4,LRRN4CL,TSPAN18,ANTXR2,GHR,JAM2,ELTD1,RAB23,TIMP2,PJA2,TIMP3,KLHL38,GPM6A,IL33,NEDD4,SPARCL1,FLI1,CD93,TRPC4,SH3BP5,TACC1,RGMA,MYCT1,PPP1R12B,CLIC4,LMOD1,AKAP2,MID2,SH3BGRL,PDE8B,CLIC2,PTRF,FOXN3,DIXDC1,TBL1X,C4orf32,STOM,AVPR1A,CCNB1,KIAA1462,TIE1,EPT1,TROAP,HTR2B,OLFML2A,LDB2,PALLD,LRCH1,FGF2,AKT3,ZAK,PGM5,ZEB1,PRDM8,RERG,GAB1,MASP1,RGS13,CALD1,PPP1R12A,KCNMA1,SLC24A3,CACNA1C,KANK2,EMCN,PDE2A,TMEM200B,TEK,RNF144A,FRMD6,SVIL,TMEM88,KIAA1644,STAT5B,RHOJ,ASAM,MITF,FBXO32,ROBO4,RECK"
"hsa-miR-330-5p","GRIN2D"
"hsa-miR-30d-5p","SUGT1"
"hsa-miR-19a-3p","EPO"
"hsa-miR-505-3p","CDK17,TSPAN18,NEXN,DPYSL3,GRINL1A,AKAP13,TCEAL1,ANO6,MBNL2,TIMP2,PJA2,ITGB1BP2,DMD,ENOX1,CTGF,PPAP2A,DSTN,NPTN,SYNPO2,PBX1,ARL15,FAM69A,LRCH1,FGF2,PDLIM5,SH3D19,GAB1,CALD1,PPP1R12A,TLN1,PKD2,TNS1,ABCC9,ASAM,WSCD2,SORBS1,MBNL1,GNG12"
"hsa-miR-652-3p","CHRAC1"
"hsa-miR-126-3p","LOC389033"
"hsa-miR-101-3p","CCBE1,ANO4,NCRNA00092"
"hsa-miR-93-5p","HAAO,GPR124"
