"ID","Up_regulated"
"hsa-miR-128","CXorf36,ARHGEF6,HN1,ANTXR2,JAM2,AKAP13,NKAPL,FANCA,TIMP2,PJA2,TIMP3,GIMAP6,SNRK,GPM6A,NEDD4,SPARCL1,FLI1,FOXM1,ARHGAP6,TACC1,GPRASP1,MYCT1,PPP1R12B,SETD7,PCDHGA2,NEURL1B,NCAPG,GPRASP2,LMOD1,AKAP2,CDC20,LRRK2,C21orf34,MID2,SH3BGRL,PDE8B,CLIC2,KCNJ8,ABCB1,DIXDC1,PMP22,C14orf28,KLHL13,CENPF,CNRIP1,KIF2C,KIAA1462,C16orf59,SRF,PGM5P2,LDB2,LRCH1,FGF2,TXNIP,AKT3,ZAK,PGM5,LEPR,ZEB1,PRDM8,RERG,BNC2,TMEM55A,ADAMTSL1,GAB1,MAMDC2,CALD1,SELP,PPP1R12A,KCNMA1,SLC24A3,BUB1,CBX7,HEG1,CACNA1C,ENPEP,KANK2,EMCN,ECE2,ABCG2,TMEM200B,PCDHGA6,FRMD6,SVIL,KIAA1644,STAT5B,PBK,ADCY2,RHOJ,ASAM,MITF,C1orf21,RECK"
"hsa-miR-186-5p","ALDH3B2"
"hsa-miR-26a-5p","PVRL1"
"hsa-miR-503-5p","MTUS2"
"hsa-miR-744-5p","CXorf36,NEXN,JAM2,DPYSL3,NKAPL,TIMP2,DMD,GIMAP6,SNRK,GPM6A,SPARCL1,FLI1,MYCT1,SETD7,NEURL1B,SH3BGRL,PDE8B,ABCB1,KCNA1,DSTN,KIAA1462,C16orf59,SYNPO2,ANKRD29,FAM69A,LRCH1,FGF2,AKT3,PGM5,ZEB1,TMEM55A,GAB1,GNAL,CALD1,KANK2,EMCN,STAT5B,TNS1,SMOC2,ABCC9,RHOJ,RASA4,SORBS1,MBNL1"
"hsa-miR-744-3p","RGS13"
"hsa-miR-455-5p","CBX2"
"hsa-miR-766-3p","PALM2-AKAP2,CXorf36,SAP30L,CDK17,HN1,PKMYT1,NEXN,ANTXR2,JAM2,ESPL1,ANO6,FANCA,PJA2,RRM2,TIMP3,MEF2C,FXYD6,DMD,GPM6A,SPARCL1,CD93,TSTA3,ARHGAP6,MMRN2,TACC1,GPRASP1,MYCT1,PPP1R12B,TGFBR3,SETD7,PCDHGA2,NEURL1B,CLIC4,GPRASP2,ITPR1,LMOD1,CCDC80,AKAP2,CDC20,LRRK2,C21orf34,MID2,CALCRL,SH3BGRL,PDE8B,CLIC2,KCNJ8,ABCB1,C4orf12,DIXDC1,PMP22,C14orf28,KCNA1,DSTN,FERMT2,NPTN,KIAA1462,C16orf59,SYNPO2,TMEM109,PGM5P2,LDB2,PALLD,LRCH1,FGF2,TXNIP,AKT3,ZAK,SBDS,PGM5,ZEB1,RERG,BNC2,TMEM55A,ADAMTSL1,MAMDC2,GNAL,SELP,PPP1R12A,KCNMA1,SLC24A3,CBX7,HEG1,KANK2,EMCN,ECE2,FEZ2,TEK,MAOB,PCDHGA6,FRMD6,SVIL,STAT5B,TNS1,ADCY2,ESAM,S1PR1,ABCC9,RHOJ,MYBL2,SORBS1,C1orf21,ARHGAP31,RECK"
"hsa-miR-24-2-5p","NFE2"
"hsa-miR-143-3p","S1PR3"
"hsa-miR-182-5p","AURKA,HN1,BAK1,PKMYT1,ANTXR2,NOL11,ESPL1,FAM54A,C1orf135,TMEM63B,FANCA,TIMP2,RRM2,KLHL38,FOXM1,KCTD12,UBE2C,NCAPG,CDC20,KCNJ8,ADAMTS5,FOXN3,KPNA2,RFC2,CENPF,TTK,KIF2C,C16orf59,TMEM109,HTR2B,FGF2,AKT3,ZEB1,OIP5,MASP1,BUB1,CBX7,ECE2,STAT5B,PBK,TCEAL7,RHOJ,MYBL2"
"hsa-miR-16-2-3p","PALM2-AKAP2,CDK17,ANTXR2,KDR,RAB23,AKAP13,TIMP2,TBC1D1,TIMP3,KLHL38,SNRK,FLI1,TRPC4,ELK3,SETD7,NCAPG,CALCRL,CLIC2,ABCB1,SOX7,ADAMTS5,FILIP1L,DIXDC1,KLHL13,TBL1X,CENPF,AVPR1A,KIF2C,C16orf59,TIE1,HTR2B,OLFML2A,LDB2,PALLD,LRCH1,FGF2,AKT3,ZAK,LEPR,ZEB1,PRDM8,MASP1,SLC24A3,CACNA1C,TMEM200A,ENPEP,KANK2,ECE2,ABCG2,TMEM200B,TEK,TRIM9,FRMD6,SVIL,KIAA1644,STAT5B,PBK,RHOJ,ASAM,MITF,ENPP2"
"hsa-miR-361-3p","PARP14"
"hsa-miR-1976","CXorf36,SAP30L,HN1,PKMYT1,NEXN,ANTXR2,JAM2,ESPL1,FANCA,RRM2,TIMP3,DMD,GIMAP6,GPM6A,NEDD4,SPARCL1,TSTA3,RGMA,MYCT1,SETD7,NEURL1B,GPRASP2,LMOD1,CDC20,ST5,LRRK2,APBB1,MID2,SH3BGRL,PDE8B,CLIC2,SOX7,DIXDC1,PMP22,C14orf28,TBL1X,KCNA1,DSTN,KIAA1462,C16orf59,SYNPO2,TMEM109,PGM5P2,JPH4,OLFML2A,ANKRD29,LRCH1,FGF2,TXNIP,AKT3,ZAK,PGM5,LEPR,ZEB1,TMEM55A,ADAMTSL1,GAB1,MAMDC2,GNAL,PPP1R12A,KCNMA1,SLC24A3,CACNA1C,KANK2,ECE2,ZCCHC24,TMEM200B,SVIL,STAT5B,TNS1,MYOCD,SGCA,ABCC9,RHOJ,ASAM,MYBL2,MST4,SORBS1,MITF"
"hsa-miR-151a-3p","NAALAD2"
"hsa-miR-454-3p","CENPA"
"hsa-miR-450a-5p","PRSSL1"
"hsa-miR-183-5p","PALM2-AKAP2,CXorf36,SAP30L,CDK17,AURKA,HN1,LRRN4CL,PKMYT1,ANTXR2,ESPL1,FAM54A,ANO6,C1orf135,TMEM63B,FANCA,TIMP2,PJA2,RRM2,TIMP3,TRIM11,FXYD6,GPM6A,SPARCL1,FOXM1,TSTA3,ARHGAP6,TCF23,SH3BP5,SSPN,TACC1,C8orf76,GPRASP1,MYCT1,TGFBR3,SETD7,PCDHGA2,NEURL1B,CLIC4,NCAPG,GPRASP2,CDC20,LRRK2,APBB1,C21orf34,MID2,HLF,SH3BGRL,PDE8B,CLIC2,KCNJ8,ABCB1,SOX7,C4orf12,FOXN3,ABI3BP,DIXDC1,C14orf28,RFC2,TBL1X,CENPF,CAV2,KANK3,KIF2C,KIAA1462,C16orf59,CRTAP,TIE1,TMEM109,C5orf4,CALHM2,OLFML2A,LDB2,PALLD,KLHL33,C7orf58,LRCH1,FGF2,AKT3,ZAK,SBDS,PGM5,FLJ35390,ZEB1,PRDM8,BNC2,TENC1,TMEM55A,LAYN,ADAMTSL1,MAMDC2,PPP1R12A,KCNMA1,SLC24A3,BUB1,CBX7,CACNA1C,KANK2,EMCN,ECE2,ZCCHC24,FEZ2,TEK,MAOB,PCDHGA6,SVIL,STAT5B,SMOC2,PBK,ADCY2,RHOJ,ASAM,MYBL2,RASA4,ZNF483,MITF,GRID1"
"hsa-let-7g-5p","KCNE4"
"hsa-miR-146a-5p","ADAM17"
"hsa-miR-103a-3p","GNAO1"
"hsa-miR-17-5p","PCCB"
"hsa-let-7c","JUNB"
"hsa-miR-146b-5p","SFMBT1"
"hsa-miR-361-5p","C13orf39"
"hsa-miR-429","PALM2-AKAP2,CXorf36,SAP30L,CDK17,ARHGEF6,AURKA,HN1,STON1,PKMYT1,ANTXR2,KDR,JAM2,ESPL1,GLT8D2,FAM54A,ANO6,NKAPL,C1orf135,TMEM63B,FANCA,TIMP2,PJA2,RRM2,TIMP3,MEF2C,FXYD6,GIMAP6,SNRK,GPM6A,NEDD4,SPARCL1,VGLL3,MICAL2,FOXM1,TSTA3,ARHGAP6,SH3BP5,TACC1,P2RY1,GPRASP1,MYCT1,PPP1R12B,TGFBR3,SETD7,ITM2A,PCDHGA2,NEURL1B,CLIC4,NCAPG,GPRASP2,LMOD1,AKAP2,CDC20,LRRK2,APBB1,C21orf34,MID2,HLF,SH3BGRL,NXPH3,PDE8B,CLIC2,KCNJ8,ABCB1,SOX7,C4orf12,ADAMTS5,FOXN3,DIXDC1,PMP22,C14orf28,TBL1X,CENPF,CNRIP1,TTK,RASSF8,KANK3,KIF2C,KIAA1462,NECAB1,C16orf59,CRTAP,TMEM109,PGM5P2,C16orf45,OLFML2A,LDB2,PALLD,ANKRD29,KLHL33,C7orf58,LRCH1,FGF2,TXNIP,AKT3,ZAK,SBDS,PGM5,LEPR,ZEB1,PRDM8,RERG,BNC2,TENC1,TMEM55A,CASP12,LAYN,ADAMTSL1,GAB1,MAMDC2,SELP,PPP1R12A,KCNMA1,SLC24A3,BUB1,CBX7,SNCA,HEG1,CACNA1C,KANK2,EMCN,CYBRD1,ECE2,ABCG2,ZCCHC24,TMEM200B,FEZ2,TEK,MAOB,PCDHGA6,FRMD6,SVIL,KIAA1644,STAT5B,SMOC2,PBK,ADCY2,SDPR,RHOJ,ASAM,MYBL2,ZNF483,MITF,C1orf21,RECK"
"hsa-miR-21-5p","PER1,GALNTL2"
"hsa-miR-455-3p","KLK4"
"hsa-miR-15b-5p","AURKA,HN1,LRRN4CL,PKMYT1,ANTXR2,ESPL1,FAM54A,C1orf135,TMEM63B,FANCA,TIMP2,RRM2,TIMM17A,KLHL38,SNRK,FOXM1,KCTD12,SH3BP5,SETD7,FANCB,NCAPG,CDC20,LRRK2,CLIC2,KCNJ8,ADAMTS5,FOXN3,DIXDC1,KPNA2,RFC2,CENPF,TTK,KIF2C,C16orf59,TMEM109,C5orf4,HTR2B,LRCH1,FGF2,AKT3,ZAK,SBDS,ZEB1,PRDM8,MASP1,BUB1,CBX7,CACNA1C,ECE2,ZCCHC24,SVIL,STAT5B,PBK,TCEAL7,RHOJ,ASAM,MYBL2,MITF,FBXO32"
"hsa-miR-200c-3p","ANTXR2,FOXM1,NCAPG,CDC20,C21orf34,ADAMTS5,CENPF,RASSF8,KIF2C,C16orf59,AKT3,BUB1,PBK,TCEAL7"
"hsa-miR-126-3p","KIAA1210,LOC389033"
"hsa-miR-221-3p","STAT1"
"hsa-miR-148b-3p","PALM2-AKAP2,CXorf36,CDK17,AURKA,HN1,FLT4,LRRN4CL,PKMYT1,ANTXR2,JAM2,DPYSL3,ELTD1,ESPL1,RAB23,FANCA,TIMP2,PJA2,RRM2,TIMP3,GIMAP6,KLHL38,SNRK,GPM6A,NEDD4,SPARCL1,FLI1,MEIS3,MICAL2,FOXM1,SYNPO,TRPC4,SH3BP5,TACC1,RGMA,MYCT1,PPP1R12B,SETD7,NEURL1B,CLIC4,NCAPG,LMOD1,AKAP2,CDC20,LRRK2,APBB1,MID2,SH3BGRL,PDE8B,CLIC2,ABCB1,SOX7,PTRF,FOXN3,DIXDC1,RFC2,KLHL13,TBL1X,CENPF,KANK3,AVPR1A,KIF2C,KIAA1462,C16orf59,CRTAP,TIE1,TMEM109,HTR2B,OLFML2A,LDB2,PALLD,LRCH1,FGF2,AKT3,ZAK,PGM5,LEPR,ZEB1,RASL12,PRDM8,RERG,TMEM55A,ADAMTSL1,GAB1,MASP1,CALD1,SELP,PPP1R12A,KCNMA1,SLC24A3,BUB1,HEG1,CACNA1C,ENPEP,KANK2,EMCN,ECE2,PDE2A,ABCG2,ZCCHC24,TMEM200B,TEK,TRIM9,SVIL,KIAA1644,STAT5B,PBK,RHOJ,ASAM,MYBL2,RASA4,MITF,GRID1,FBXO32,ROBO4"
"hsa-miR-24-1-5p","GCLC"
"hsa-miR-19a-3p","EPO"
"hsa-miR-133a","NGFR,CBLN4"
"hsa-miR-505-3p","NEXN,DPYSL3,TCEAL1,ANO6,MBNL2,TIMP2,ITGB1BP2,DMD,SNRK,SH3BGRL,DSTN,RAP2C,SYNPO2,FAM69A,ADARB1,FGF2,TMEM55A,GAB1,GNAL,CALD1,NPY1R,TLN1,FEZ2,PKD2,TNS1,ABCC9,ASAM,WSCD2,SORBS1,MBNL1"
"hsa-miR-23b-3p","ADAMTS9"
"hsa-miR-101-3p","CCBE1,ANO4,NCRNA00092"
"hsa-miR-769-5p","STXBP6"
"hsa-miR-10b-5p","C9orf110"
