description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
Human T-cell leukemia virus 1 infection                      |hsa05166     |80         |1203      |170       |61686         |24.130262578847002 |1.53242e-89            |3.2728099999999997e-88 |ADCY9,CHUK,ADCY6,CHEK1,CHEK2,CDKN2A,CDKN1A,CDK4,CDK2,CD40,AKT3,CREB5,CCNE1,CCND3,CCND2,CCNA2,PTTG1,CCNE2,KAT2B,PIK3R3,TP53,TNF,TGFBR2,TGFBR1,TGFB2,TGFB1,TCF3,STAT5B,STAT5A,SRF,SLC2A1,MAP2K4,BCL2L1,CCND1,BAX,RELA,RB1,RAN,PTEN,ATR,MAP2K1,MAPK9,MAPK8,MAPK1,PRKACB,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,NRAS,NFKB2,NFKB1,NFATC3,NFATC1,MYC,SMAD4,SMAD3,SMAD2,KRAS,JUN,JAK1,IL6,IKBKB,XIAP,ICAM1,HRAS,HLA-G,FOS,AKT2,AKT1,ETS1,EGR2,EGR1,E2F3,E2F2,E2F1,VAC14,CREB1
Epstein-Barr virus infection                                 |hsa05169     |74         |1203      |147       |61686         |25.812814901521705 |9.507549999999999e-86  |1.8951699999999994e-84 |DDX58,CHUK,TAB2,CDKN1B,CDKN1A,CDK6,CDK4,CDK2,CD44,CD40,BCL2L11,AKT3,NCOR2,CCNE1,CCND3,CCND2,CCNA2,CCNE2,RUNX3,CASP8,CASP3,FADD,PIK3R3,VIM,TRAF6,TRAF3,TP53,TNFAIP3,TNF,TLR2,TAP1,STAT3,STAT1,SKP2,MAP2K4,BCL2,CCND1,BAX,RELA,BAK1,RB1,RAC1,MAP2K3,MAPK9,MAPK8,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIB,NFKB2,NFKB1,MYD88,MYC,MDM2,JUN,JAK1,FAS,IRAK1,IL6,IKBKB,ICAM1,HES1,APAF1,HLA-G,HDAC2,AKT2,AKT1,E2F3,E2F2,E2F1,MAPK14,TBK1
FoxO signaling pathway                                       |hsa04068     |65         |1203      |110       |61686         |30.29993198821129  |8.975379999999999e-82  |1.6772699999999998e-80 |GABARAPL1,CHUK,SIRT1,CDKN1B,CDKN1A,PLK2,CDK2,KLF2,BCL2L11,AKT3,CCNG2,CCND2,ATG12,TNFSF10,PIK3R3,TGFBR2,TGFBR1,TGFB2,TGFB1,BRAF,STK11,STAT3,SOS1,SLC2A4,SKP2,BCL6,CCND1,RBL2,RAF1,PTEN,MAP2K1,MAPK9,MAPK8,MAPK1,PRKAB1,PRKAA1,PLK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATM,NRAS,MDM2,SMAD4,SMAD3,KRAS,FASLG,INSR,IL10,IL6,IKBKB,IGF1R,IGF1,HRAS,GRB2,G6PC1,FOXO3,FOXO1,AKT2,AKT1,EGFR,NLK,MAPK14
Ras signaling pathway                                        |hsa04014     |74         |1203      |169       |61686         |22.45256680783249  |6.80385e-80            |1.1966799999999997e-78 |CHUK,RRAS2,RASSF1,CDC42,RASGRP1,AKT3,GAB2,PIK3R3,VEGFC,VEGFA,TIAM1,TGFA,SOS1,SHC1,BDNF,BCL2L1,RELA,RASA1,RAP1B,RALA,RAF1,RAC1,RAB5A,PTPN11,MAP2K1,MAPK9,MAPK8,MAPK1,PRKACB,PLD1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,PAK1,NTRK2,NTF3,NRAS,NFKB1,NF1,MET,RHOA,KRAS,KIT,KDR,FASLG,INSR,IKBKB,IGF2,IGF1R,IGF1,HRAS,HGF,GRB2,ABL2,ABL1,FLT1,FGFR3,FGFR1,FGF9,FGF8,FGF2,AKT2,AKT1,ETS1,EGFR,EFNA1,PAK5,CSF1,TBK1,FGF21
Focal adhesion                                               |hsa04510     |71         |1203      |150       |61686         |24.27102244389027  |8.829839999999997e-80  |1.4667399999999998e-78 |CDC42,AKT3,ROCK2,CCND3,CCND2,CAV1,PIK3R3,ZYX,VEGFC,VEGFA,THBS2,THBS1,BRAF,SRC,SPP1,SOS1,SHC1,BCL2,CCND1,ROCK1,RAP1B,RAF1,RAC1,PTEN,MAP2K1,MAPK9,MAPK8,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,PAK1,MYLK,MET,RHOA,LAMC2,LAMC1,KDR,JUN,ITGB8,ITGB4,ITGB3,ITGB1,ITGA5,ITGA3,ITGA6,IGF1R,IGF1,XIAP,HRAS,HGF,GSK3B,GRB2,FYN,FN1,FLT1,AKT2,AKT1,ERBB2,EGFR,PAK5,CTNNB1,CRKL,COL4A2,COL4A1,COL1A2,COL1A1
Kaposi sarcoma-associated herpesvirus infection              |hsa05167     |70         |1203      |147       |61686         |24.41752760954756  |6.581779999999999e-79  |1.0357599999999999e-77 |GABARAPL1,CHUK,ATG14,CDKN1A,CDK6,CDK4,AKT3,CASP8,CASP3,FADD,BECN1,PIK3R3,VEGFA,TRAF3,TP53,TLR3,STAT3,STAT1,SRC,MAP2K4,CCND1,BAX,RELA,BAK1,RB1,RAF1,RAC1,PTGS2,MAP2K1,MAPK9,MAPK8,MAPK1,PIK3R2,PIK3R1,PIK3CG,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,NFATC3,NFATC1,MYC,KRAS,JUN,JAK2,JAK1,FAS,CXCL8,IL6,IKBKB,ICAM1,HRAS,HLA-G,HIF1A,GSK3B,MTOR,FOS,FGF2,AKT2,AKT1,TCF7L1,E2F3,E2F2,E2F1,CTNNB1,MAPK14,CREB1,TBK1,CCR1
Prostate cancer                                              |hsa05215     |59         |1203      |89        |61686         |33.99249068340385  |8.141579999999999e-79  |1.1065199999999998e-77 |CHUK,CDKN1B,CDKN1A,CDK2,AKT3,CREB5,CCNE1,CCNE2,PIK3R3,TP53,TGFA,ZEB1,BRAF,SOS1,BCL2,CCND1,RELA,RB1,RAF1,PTEN,MAP2K1,MAPK1,PLAU,PLAT,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PDGFRB,PDGFRA,NRAS,NFKB1,MMP9,MMP3,MDM2,KRAS,AR,IKBKB,IGF1R,IGF1,HSP90AA1,HRAS,GSK3B,GRB2,MTOR,FOXO1,FGFR1,AKT2,AKT1,ERG,ERBB2,EGFR,TCF7L1,E2F3,E2F2,E2F1,CTNNB1,CREB1
Signaling pathways regulating pluripotency of stem cells     |hsa04550     |59         |1203      |89        |61686         |33.99249068340385  |8.141579999999999e-79  |1.1065199999999998e-77 |AKT3,ACVR2B,ACVR2A,ACVR1,KLF4,PIK3R3,FZD7,FZD6,FZD4,AXIN2,FZD5,PCGF2,WNT7A,WNT1,TCF3,STAT3,BMPR2,SOX2,BMI1,REST,RAF1,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,PAX6,NRAS,MYC,MEIS1,SMAD5,SMAD4,SMAD3,SMAD2,SMAD1,LIFR,KRAS,JAK2,JAK1,IGF1R,IGF1,APC,HRAS,HOXA1,GSK3B,GRB2,FGFR3,FGFR1,FGF2,AKT2,AKT1,WNT3A,PCGF5,DLX5,CTNNB1,WNT4,MAPK14
Measles                                                      |hsa05162     |64         |1203      |113       |61686         |29.041731953302587 |8.097579999999999e-79  |1.2105899999999997e-77 |DDX58,CHUK,TAB2,CDKN1B,ADAR,CDK6,CDK4,CDK2,AKT3,CCNE1,CCND3,CCND2,CCNE2,CASP8,CASP3,FADD,PIK3R3,TRAF6,TRAF3,TP53,TNFAIP3,TLR4,TLR2,STAT5B,STAT5A,STAT3,STAT1,BCL2L1,BCL2,CCND1,BAX,RELA,BAK1,MAPK9,MAPK8,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKBIB,NFKB1,MYD88,MSN,JUN,JAK1,FASLG,FAS,IRAK1,IL12B,IL12A,IL6,IL1B,IL1A,IKBKB,APAF1,GSK3B,FOS,AKT2,AKT1,CSNK2A1,TLR7,TBK1,BBC3
Chronic myeloid leukemia                                     |hsa05220     |55         |1203      |74        |61686         |38.11114106625329  |3.9703299999999997e-78 |4.946369999999999e-77  |CHUK,CDKN2A,CDKN1B,CDKN1A,CDK6,CDK4,AKT3,GAB2,CBL,RUNX1,PIK3R3,TP53,TGFBR2,TGFBR1,TGFB2,TGFB1,BRAF,STAT5B,STAT5A,SOS1,SHC1,BCL2L1,CCND1,BAX,RELA,BAK1,RB1,RAF1,PTPN11,MAP2K1,MAPK1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,NFKB1,MYC,MDM2,SMAD4,SMAD3,KRAS,IKBKB,HRAS,HDAC2,GRB2,ABL1,AKT2,AKT1,E2F3,E2F2,E2F1,CTBP2,CRKL
Pancreatic cancer                                            |hsa05212     |55         |1203      |74        |61686         |38.11114106625329  |3.9703299999999997e-78 |4.946369999999999e-77  |CHUK,CDKN2A,CDKN1A,CDK6,CDK4,CDC42,AKT3,PIK3R3,VEGFA,TP53,TGFBR2,TGFBR1,TGFB2,TGFB1,TGFA,BRCA2,BRAF,STAT3,STAT1,RPS6KB1,BCL2L1,CCND1,BAX,RELA,BAK1,RB1,RALA,RAF1,RAD51,RAC1,MAP2K1,MAPK9,MAPK8,MAPK1,PLD1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NFKB1,SMAD4,SMAD3,SMAD2,KRAS,JAK1,IKBKB,MTOR,AKT2,AKT1,ERBB2,EGFR,E2F3,E2F2,E2F1
Alzheimer disease                                            |hsa05010     |74         |1203      |181       |61686         |20.963998842672325 |3.92001e-77            |4.6883299999999994e-76 |BACE1,CHUK,FRAT2,NCSTN,CHRM1,ATF6,ATG14,TUBB4B,TUBB3,PPIF,AKT3,RB1CC1,CASP8,CASP7,CASP3,FADD,BECN1,PIK3R3,FZD7,FZD6,FZD4,AXIN2,FZD5,WNT7A,WNT1,UQCRFS1,TNF,BRAF,RELA,RAF1,PTGS2,PSMD9,MAP2K1,MAPK9,MAPK8,MAPK1,ATP5F1B,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATP2A2,NRAS,NOS1,NFKB1,COX2,MAP3K5,LRP5,LRP6,KRAS,FAS,INSR,APP,IL6,IL1B,IL1A,IKBKB,APC,HRAS,APAF1,GSK3B,GAPDH,MTOR,AKT2,AKT1,WNT3A,RTN4,CYBB,CTNNB1,WNT4,CSNK2A1,CSF1,NOX4
Colorectal cancer                                            |hsa05210     |57         |1203      |84        |61686         |34.794976843605276 |4.16576e-77            |4.790619999999999e-76  |CDKN1A,BCL2L11,AKT3,CASP3,PIK3R3,AXIN2,TP53,TGFBR2,TGFBR1,TGFB2,TGFB1,TGFA,BRAF,SOS1,RPS6KB1,BCL2,CCND1,BAX,BAK1,RALA,RAF1,RAC1,MAP2K1,MAPK9,MAPK8,MAPK1,PMAIP1,PIK3R2,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,MYC,MSH2,MLH1,SMAD4,SMAD3,SMAD2,RHOA,AREG,KRAS,JUN,BIRC5,APC,HRAS,MSH6,GSK3B,GRB2,MTOR,FOS,AKT2,AKT1,EGFR,TCF7L1,CTNNB1,BBC3
